joint_pos, joint_vel_desired, joint_vel_filtered, current_time
6.84072e-05,0.0500589,2.25643e-05,1.788
6.90982e-05,0.0502581,8.92448e-05,1.792
6.97892e-05,0.0504576,0.000126319,1.796
7.08257e-05,0.0506573,0.000185282,1.8
7.18621e-05,0.0508573,0.000218065,1.804
7.32441e-05,0.0510576,0.000274642,1.808
7.46261e-05,0.0512582,0.000306099,1.812
7.6008e-05,0.051459,0.000323589,1.816
7.739e-05,0.0516601,0.000333314,1.82
7.8772e-05,0.0518615,0.00033872,1.824
8.04994e-05,0.0520632,0.000380076,1.828
8.22269e-05,0.0522651,0.00040307,1.832
8.42998e-05,0.0524673,0.000454204,1.836
8.63728e-05,0.0526698,0.000482634,1.84
8.87912e-05,0.0528726,0.000536791,1.844
9.12096e-05,0.0530756,0.000566903,1.848
9.39736e-05,0.0532788,0.000621994,1.852
9.6392e-05,0.0534824,0.000614275,1.856
9.88105e-05,0.0536862,0.000609984,1.86
0.000101229,0.0538903,0.000607597,1.864
0.000103647,0.0540946,0.000606271,1.868
0.000107102,0.0542992,0.000720582,1.872
0.000110903,0.0545041,0.000822488,1.876
0.000114358,0.0547092,0.000840798,1.88
0.000118503,0.0549146,0.000927678,1.884
0.00012334,0.0551203,0.00105268,1.888
0.000128868,0.0553262,0.00119888,1.892
0.00013336,0.0555323,0.00116512,1.896
0.000136814,0.0557388,0.0010313,1.9
0.000140269,0.0559455,0.0009569,1.904
0.000143379,0.0561524,0.000877182,1.908
0.000145452,0.0563596,0.00071781,1.912
0.000147179,0.0565671,0.00059085,1.916
0.00014787,0.0567748,0.000405212,1.92
0.000148216,0.0569827,0.000263647,1.924
0.000148216,0.057191,0.000146588,1.928
0.000148216,0.0573994,8.15028e-05,1.932
0.000148216,0.0576082,4.53156e-05,1.936
0.000148216,0.0578171,2.51955e-05,1.94
0.000148216,0.0580264,1.40087e-05,1.944
0.000148561,0.0582358,4.61383e-05,1.948
0.000148561,0.0584455,2.56529e-05,1.952
0.000148561,0.0586555,1.4263e-05,1.956
0.000148907,0.0588657,4.62798e-05,1.96
0.000148907,0.0590762,2.57315e-05,1.964
0.000149252,0.0592869,5.26562e-05,1.968
0.000149252,0.0594979,2.92769e-05,1.972
0.000149598,0.0597091,5.46275e-05,1.976
0.000149598,0.0599205,3.03729e-05,1.98
0.000149943,0.0601322,5.52368e-05,1.984
0.000150289,0.0603441,6.90612e-05,1.988
0.000150289,0.0605563,3.8398e-05,1.992
0.000150634,0.0607687,5.96988e-05,1.996
0.00015098,0.0609814,7.15421e-05,2
0.00015098,0.0611943,3.97774e-05,2.004
0.000151671,0.0614074,9.88152e-05,2.008
0.000152016,0.0616208,9.32908e-05,2.012
0.000152707,0.0618344,0.000128569,2.016
0.000153053,0.0620482,0.000109834,2.02
0.000153744,0.0622623,0.000137767,2.024
0.000154089,0.0624766,0.000114948,2.028
0.000154435,0.0626911,0.00010226,2.032
0.00015478,0.0629059,9.52063e-05,2.036
0.000155471,0.0631209,0.000129634,2.04
0.000155816,0.0633362,0.000110426,2.044
0.000156162,0.0635516,9.97463e-05,2.048
0.000156507,0.0637674,9.38085e-05,2.052
0.000156853,0.0639833,9.0507e-05,2.056
0.000156853,0.0641995,5.03219e-05,2.06
0.000156853,0.0644158,2.7979e-05,2.064
0.000156853,0.0646325,1.55563e-05,2.068
0.000157198,0.0648493,4.69988e-05,2.072
0.000157544,0.0650664,6.44809e-05,2.076
0.000157544,0.0652837,3.58514e-05,2.08
0.000157889,0.0655012,5.82829e-05,2.084
0.000158235,0.0657189,7.07548e-05,2.088
0.000158926,0.0659369,0.000116039,2.092
0.000159271,0.0661551,0.000102867,2.096
0.000159617,0.0663735,9.55436e-05,2.1
0.000159962,0.0665922,9.14717e-05,2.104
0.000160653,0.066811,0.000127557,2.108
0.000160999,0.0670301,0.000109271,2.112
0.000161344,0.0672494,9.91044e-05,2.116
0.00016169,0.0674689,9.34516e-05,2.12
0.000162035,0.0676886,9.03086e-05,2.124
0.000162381,0.0679085,8.85611e-05,2.128
0.000162726,0.0681287,8.75895e-05,2.132
